Name,Price,Make,Model,Year,Condition,Transmission,Exchange,Fuel Type,BodyType,Location,Mileage
ToyKisumu Hiace Bus,"1,650,000",ToyKisumu,Hiace,2002,Foreign,Automatic,,Petrol,,Eldoret,213
Mercedes Benz C 300,"2,700,000",Mercedes,C -class,2004,Foreign,Automatic,,Petrol,,Eldoret,325
ToyKisumu Highlander,"2,300,000",ToyKisumu,Highlander,2003,Foreign,Automatic,,Petrol,,Eldoret,245
ToyKisumu Camry pencil light,"1,280,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Kisumu,232
ToyKisumu Camry big daddy,"1,300,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Eldoret,224
Honda accord ,"1,300,000",Honda,Accord,2004,Foreign,Automatic,,Petrol,,Thika,65893
ToyKisumu  corolla ,"1,300,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Thika,745111
Honda accord ,"1,300,000",Honda,Accord,2004,Foreign,Automatic,,Petrol,,Thika,658473
ToyKisumu Avensis Wagon ,"1,000,000",ToyKisumu,Avensis,2002,Foreign,Automatic,,Petrol,,Eldoret,51000
ToyKisumu camry,"2,500,000",ToyKisumu,Camry,2008,Foreign,Automatic,,Petrol,,Eldoret,10960
Foreign used Lexus RX 350 2010 Model,"2,000,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Thika,113542
ToyKisumu Camry 2007 Model,"1,650,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,12000
2004 SUPER CLEAN TOYKisumu AVENSIS,"1,250,000",ToyKisumu,Avensis,2002,Foreign,Automatic,,Petrol,,Thika,10299
Very good and sound ToyKisumu venza 2008,"1,650,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Thika,801111
very sound ToyKisumu Camry 2000 Model for sale ,"1,050,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,21000
just landed ToyKisumu Sienna 2006,"1,350,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Thika,12000
2008 ToyKisumu Corolla Very Neat,"1,100,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,63000
2008 ToyKisumu Corolla Very Neat,"1,000,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,45000
Foreign used ToyKisumu Camry 20015 Model,"2,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,11354
2008 ToyKisumu Matrix Very Neat,"1,000,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Eldoret,412521
Foreign used ToyKisumu Hiliux 2008,"2,000,000",ToyKisumu,Hilux,2002,Foreign,Automatic,,Petrol,,Thika,2451
2008 ToyKisumu Matrix Very Neat,"1,000,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Eldoret,425211
Direct tokunbo Honda Accord with 2006 Model,"1,500,000",Honda,Accord,2002,Foreign,Automatic,,Petrol,,Thika,35211
2012 ToyKisumu Matrix Very Neat,"1,100,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Eldoret,432512
2008 ToyKisumu Matrix Very Neat,"1,000,000",ToyKisumu,Matrix,2002,Foreign,Automatic,,Petrol,,Eldoret,325241
2008 ToyKisumu Avalon Very Neat,"1,000,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Eldoret,452512
Direct tokunbo ToyKisumu Camry muscle 2008,"1,300,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,2451
2008 ToyKisumu Camry Very Neat,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,635214
2008 ToyKisumu Avalon Very Neat,"1,000,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Eldoret,354211
Foreign used ToyKisumu Camry muscle 2009 Model,"1,500,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,11254
2008 ToyKisumu Avalon Very Neat,"1,100,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Eldoret,635421
2008 Toks ToyKisumu Avalon Very Neat,"1,000,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Eldoret,358421
2008 Toks ToyKisumu Avalon Very Neat,"1,200,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Eldoret,635214
Tokunbo 2006 RX 330 Lexus,"1,650,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Thika,71000
ToyKisumu Corolla 2003 For Sale - ,"1,200,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Kisumu,12100
Super Clean Tokunbo 2004 ToyKisumu Camry XLE ,"1,350,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,43000
Toks ToyKisumu Camry 2004 Model Big Daddy ,"1,250,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,12100
Volkswagen Sharan 2002 ,"1,000,000",Volkswagen,Sharan,2002,Foreign,Manual,,Petrol,,Mombasa,11000
Tokunbo 2010 ToyKisumu Hiace Hummer Bus ,"1,800,000",ToyKisumu,Hiace,2002,Foreign,Automatic,,Petrol,,Meru,31000
Super neat and clean ToyKisumu Corolla 2005 ,"1,350,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Kisumu,18000
ToyKisumu Prius 2005.,"1,100,000",ToyKisumu,Prius,2002,Foreign,Automatic,,Petrol,,Eldoret,41870
direct tokumbor toyKisumu Camry XLE 2009 Model for sale,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,236524
2011 ToyKisumu Sienna Very Neat,"1,800,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,574000
2011 ToyKisumu Sienna Very Neat,"1,750,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,135000
2011 ToyKisumu Sienna Very Neat,"1,800,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,452000
2002 ToyKisumu Sienna Very Neat,"2,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,635241
2013 ToyKisumu Sienna Very Neat,"1,300,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,658241
2005 ToyKisumu Sienna Very Neat,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,365241
2006 ToyKisumu Sienna Very Neat,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,385241
2006 ToyKisumu Sienna Very Neat,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,635241
Neat Lexus ES 350 Full Option 2009 Model,"1,600,000",Mercedes,E -class,2002,Foreign,Automatic,,Petrol,,Eldoret,51000
Extremely clean Lexus ES 350 2012 Model,"1,750,000",Mercedes,E -class,2002,Foreign,Automatic,,Petrol,,Nairobi,12100
Very Clean and strong ToyKisumu sienna 2005,"1,450,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Mombasa,51000
Clean Lexus Rx 350 Toks 2010 Model,"1,650,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,12010
2016 Model ToyKisumu Hummer Bus,"2,400,000",ToyKisumu,Hiace,2003,Foreign,Automatic,,Petrol,,Thika,12080
Tokunbo Honda Accord 2010,"1,750,000",Honda,Accord,2002,Foreign,Automatic,,Petrol,,Eldoret,21000
Very Clean TOKUNBO 2001 Honda Accord,"1,050,000",Honda,Accord,2002,Foreign,Automatic,,Petrol,,Naivasha,12020
Honda Accord 2007 Model,"1,450,000",Honda,Accord,2002,Foreign,Automatic,,Petrol,,Eldoret,31000
very neat and Direct tokumbo ToyKisumu camry 2000,"1,100,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,12000
Direct toks ToyKisumu sienna 2005,"1,550,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Thika,12000
Direct and clean ToyKisumu sienna 2000,"1,250,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,190000
Very neat ToyKisumu sienna 2000 Model ,"1,350,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Mombasa,132000
2006 ToyKisumu Sienna Very Neat,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Eldoret,358214
tokumbor 2015 Mercedes Benz C300 4matic for sale,"1,200,000",Mercedes,C -class,2002,Foreign,Automatic,,Petrol,,Nairobi,326512
direct tokumbor 2013 Mercedes Benz GLK350 for sale,"1,500,000",Mercedes,GLK -class,2002,Foreign,Automatic,,Petrol,,Eldoret,856348
tokumbor 2013 Mercedes Benz c300 4matic for sale,"1,000,000",Mercedes,C -class,2002,Foreign,Automatic,,Petrol,,Meru,253647
2005 toyKisumu seinna XLE for sale,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Nairobi,253642
direct tokumbor 2012 toyKisumu Hiace hummer bus for sale,"1,200,000",ToyKisumu,Hiace,2002,Foreign,Automatic,,Petrol,,Eldoret,828860
direct tokumbor toyKisumu haice bus 2010 Model for sale,"1,000,000",ToyKisumu,Hiace,2002,Foreign,Automatic,,Petrol,,Mombasa,532648
Super neat and first body ToyKisumu Sienna 2000,"1,300,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Meru,21000
2010 Model ToyKisumu Sienna for sell. ,"2,500,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Mombasa,142547
foreign used honda Accord spot 2017 for sale,"1,200,000",Honda,Accord,2002,Foreign,Automatic,,Petrol,,Kisumu,325416
2018 Honda Accord spot for sale,"1,500,000",Honda,Accord,2002,Foreign,Automatic,,Petrol,,Eldoret,253413
toks Lexus Rx350 2018 Model for sale,"1,500,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Thika,865324
foreign used Lexus Rx350 2015 Model for sale,"1,300,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,532462
2010 Model Lexus RX 350 for sale.,"1,800,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Thika,652837
toks 2015 Lexus Rx350 for sale,"1,500,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Nairobi,253642
foreign used Lexus Rx350 2010 Model for sale,"1,100,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,254638
very clean 2010 Lexus Rx350 for sale,"1,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,352846
direct tokumbor Lexus Es350 2015 Model for sale,"1,200,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Kisumu,253416
foreign used 2011 Lexus Es350 for sale,"1,000,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Nairobi,856255
ToyKisumu Corolla 2005,"1,200,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Eldoret,26000
2005 ToyKisumu Camry Solara,"1,300,000",ToyKisumu,Camry,2004,Foreign,Automatic,,Petrol,,Eldoret,28000
Tokunbo 2017 ToyKisumu Corolla ,"2,500,000",ToyKisumu,Corolla,2005,Foreign,Automatic,,Petrol,,Eldoret,28000
Tokunbo ToyKisumu Matrix 4WD 2004,"1,800,000",ToyKisumu,Matrix,2004,Foreign,Automatic,,Petrol,,Eldoret,43000
ToyKisumu Corolla 2002 Super Clean,"1,300,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,45807
2015 ToyKisumu Venza XLE,"1,600,000",ToyKisumu,Venza,2003,Foreign,Automatic,,Petrol,,Eldoret,46508
2010 Lexus RX 330 On Sale Direct Imported,"1,600,000",Lexus,RX,2003,Foreign,Automatic,,Petrol,,Eldoret,45874
2001 ToyKisumu Camry,"1,500,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Eldoret,25000
2003 ToyKisumu Highlander,"2,000,000",ToyKisumu,Highlander,2003,Foreign,Automatic,,Petrol,,Eldoret,45000
foreign used Nissan Altima 2008 Model for sale,"1,000,000",Nissan,Altima,2002,Foreign,Automatic,,Petrol,,Eldoret,852364
2008 Nissan Altima for sale,"1,000,000",Nissan,Altima,2002,Foreign,Automatic,,Petrol,,Eldoret,200036
clean and neat Nissan morano 2010 Model for sale,"1,200,000",Nissan,Murano,2002,Foreign,Automatic,,Petrol,,Eldoret,854632
direct tokunbor Nissan morano 2006 Model for sale,"1,000,000",Nissan,Murano,2002,Foreign,Automatic,,Petrol,,Nairobi,542368
2008 Nissan Frontier SE 4x4 for sale,"1,250,000",Nissan,Frontier,2002,Foreign,Automatic,,Petrol,,Eldoret,524536
very clean 2014 toyKisumu Avalon limited edition,"1,300,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Nairobi,256354
tokumbor toyKisumu Avalon 2006 Model for sale,"1,000,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Eldoret,253466
ToyKisumu Hummer Bus For sale at Affordable Price,"1,800,000",ToyKisumu,Hiace,2002,Foreign,Automatic,,Petrol,,Thika,1700
VOLKSWAGEN GOLF 4 For Sale At Affordable Price,"1,000,000",Volkswagen,Golf,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
2008 ToyKisumu Camry,"1,200,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Thika,1234
2009 Lexus ES 350,"1,200,000",Lexus,ES,2001,Foreign,Automatic,,Petrol,,Nairobi,1234
2008 ToyKisumu Camry,"1,100,000",ToyKisumu,Camry,2001,Foreign,Automatic,,Petrol,,Eldoret,1234
2017 ToyKisumu Corolla,"1,800,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Eldoret,1234
2010 ToyKisumu Corolla sport is full of options buy and drive ,"1,500,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
Lexus RX 330 For Sale At Affordable Price,"1,300,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Mombasa,2000
Lexus ES 350 For Sale At Affordable Price,"1,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Naivasha,1700
ToyKisumu Camry For sale at Affordable Price,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,1100
ToyKisumu Solara For Sale At Affordable Price,"1,000,000",ToyKisumu,Solara,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
neat Lexus Es330 2004 Model,"1,000,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Meru,525283
tokumbor Lexus Rx 330 2006 Model for sale,"1,200,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,256325
A ToyKisumu avensis for sale... foreign used ,"2,500,000",ToyKisumu,Avensis,2006,Foreign,Automatic,,Petrol,,Nakuru,15600
very clean toyKisumu Corolla 2018 Model for sale,"1,500,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,215354
used toyKisumu Corolla le 2010 Model for sale,"1,200,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Meru,231452
tokumbor toyKisumu Camry le 2012 Model,"1,500,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Nairobi,235416
very clean used toyKisumu Camry 2009 Model for sale,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,231452
tokumbor toyKisumu Camry 2008 le for sale,"1,250,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,253452
Very Clean Tokumbo Honda Accord 2006 Model ,"1,350,000",Honda,Accord,2002,Foreign,Automatic,,Petrol,,Eldoret,10333
foreign used toyKisumu Camry 2005 Model for sale,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Nairobi,524632
amazing direct tokumbo ToyKisumu picnic for sale.. ,"1,050,000",ToyKisumu,Picnic,2002,Foreign,Automatic,,Petrol,,Eldoret,12000
Super cool and clean ToyKisumu Corolla 2005 ,"1,450,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Mombasa,11200
2005 Honda Accord,"2,850,000",Honda,Accord,2005,Foreign,Automatic,,Petrol,,Mombasa,40000
foreign used toyKisumu Camry 2005 Model for sale,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,452535
Lexus rx350 is full of options buy and drive ,"1,500,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
2009 ToyKisumu Camry is full of options buy and drive ,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,1000
2010 ToyKisumu Corolla sport is full of options buy and drive ,"1,500,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Thika,1000
2004 Lexus Es350 is full of options buy and drive ,"1,400,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Thika,1000
ToyKisumu Highlander for sale,"2,800,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Eldoret,99
Lexus rx330 for sale,"1,150,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Eldoret,86
ToyKisumu Corolla for sale,"1,000,000",ToyKisumu,Corolla,2001,Foreign,Automatic,,Petrol,,Eldoret,58
2004 ToyKisumu Camry Very Neat,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,358241
2004 ToyKisumu Camry Very Neat,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,358451
HONDA ACCORD ,"1,000,000",Honda,Accord,2002,Foreign,Automatic,,Petrol,,Mombasa,2164
2009 ToyKisumu Avalon,"1,100,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Eldoret,5461
2010 ToyKisumu Highlander,"2,000,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Eldoret,136
2006 Lexus RX,"1,000,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,257
2005 ToyKisumu Corolla,"1,500,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,1354
2006 Lexus RX 350,"1,000,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Mombasa,12365
2009 ToyKisumu Camry,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,6712
2008 TOYKisumu SIENNA,"1,000,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Kisumu,13486
HONDA CVR,"1,000,000",Honda,CR-V,2002,Foreign,Automatic,,Petrol,,Eldoret,23418
2010 NISSAN leaf ,"1,100,000",Nissan,Leaf,2002,Foreign,Automatic,,Petrol,,Kisumu,14338
2002 ToyKisumu Camry,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Machakos,1236
2002 ToyKisumu Camry,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,1354
NISSAN MICRA 2014,"1,000,000",Nissan,Micra,2002,Foreign,Automatic,,Petrol,,Meru,42438
2008 ToyKisumu Camry Very Neat,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,635824
"ToyKisumu Camry 2003, Automatic ","1,500,000",ToyKisumu,Camry,2003,Foreign,Automatic,,Petrol,,Eldoret,24000
2004 ToyKisumu Camry Very Neat,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,358300
2004 ToyKisumu Camry Very Neat,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,358241
Very Clean ToyKisumu Camry Very Neat,"1,000,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,358421
2010 ToyKisumu Corolla sport is full of options buy and drive ,"1,500,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
2009 ToyKisumu Camry is full of options buy and drive ,"1,300,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
2005 ToyKisumu Corolla sport is full of options buy and drive ,"1,200,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Nairobi,1000
ToyKisumu Camry for sale,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
ToyKisumu Highlander For Sale,"1,700,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Naivasha,2000
ToyKisumu Venza For Sale At Affordable Price,"1,800,000",ToyKisumu,Venza,2002,Foreign,Automatic,,Petrol,,Mombasa,2000
Lexus RX 330 For Sale,"1,300,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Mombasa,2000
Lexus ES 350 For sale at Affordable Price,"1,200,000",Lexus,ES,2002,Foreign,Automatic,,Petrol,,Thika,1000
ToyKisumu Camry For Sale At Affordable Price,"1,250,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Kisumu,1000
"Honda Accord 2003, Automatic","1,200,000",Honda,Accord,2003,Foreign,Automatic,,Petrol,,Eldoret,45000
"ToyKisumu Highlander 2002, Automatic","1,100,000",ToyKisumu,Highlander,2002,Foreign,Automatic,,Petrol,,Eldoret,46870
"Lexus RX 2003, Automatic","1,600,000",Lexus,RX,2003,Foreign,Automatic,,Petrol,,Eldoret,46780
"Honda Civic 2002, Automatic","1,100,000",Honda,Civic,2002,Foreign,Automatic,,Petrol,,Eldoret,46807
"Nissan Armada 2004, Automatic ","1,200,000",Nissan,Almera,2004,Foreign,Automatic,,Petrol,,Eldoret,46780
2002 ToyKisumu Avalon,"1,100,000",ToyKisumu,Avalon,2002,Foreign,Automatic,,Petrol,,Eldoret,46000
"Lexus RX 2002, Automatic ","1,600,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Eldoret,46000
"Mercedes-Benz CL 2003, Automatic","1,500,000",Mercedes,CL -class,2003,Foreign,Automatic,,Petrol,,Eldoret,45805
"ToyKisumu Sienna 2003, Automatic","1,600,000",ToyKisumu,Sienna,2003,Foreign,Automatic,,Petrol,,Eldoret,45870
"ToyKisumu Hilux 2005, Automatic ","2,000,000",ToyKisumu,Hilux,2005,Foreign,Automatic,,Petrol,,Eldoret,45000
2005 ToyKisumu Rav4,"2,000,000",ToyKisumu,RAV4,2005,Foreign,Automatic,,Petrol,,Eldoret,75404
2003 ToyKisumu Rav4 ,"1,600,000",ToyKisumu,RAV4,2003,Foreign,Automatic,,Petrol,,Eldoret,75045
"ToyKisumu Matrix 2003, Automatic ","1,200,000",ToyKisumu,Matrix,2003,Foreign,Automatic,,Petrol,,Eldoret,75405
"ToyKisumu Avalon 2000, Automatic","1,200,000",ToyKisumu,Avalon,2001,Foreign,Automatic,,Petrol,,Eldoret,75804
Tokunbo ToyKisumu Venza,"1,600,000",ToyKisumu,Venza,2003,Foreign,Automatic,,Petrol,,Eldoret,42085
"ToyKisumu Venza 2003, Automatic ","1,600,000",ToyKisumu,Venza,2003,Foreign,Automatic,,Petrol,,Eldoret,45208
2093 ToyKisumu Corolla,"1,500,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Eldoret,42078
"Honda Civic 2001, Automatic 

","1,100,000",Honda,Accord,2001,Foreign,Automatic,,Petrol,,Eldoret,45280
"ToyKisumu Camry 2002, Automatic ","1,100,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Eldoret,25000
toyKisumu sienna 2003 ,"1,050,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Kisumu,45309
"Ford Edge 2002, Automatic - ","1,400,000",Ford,Edge,2002,Foreign,Automatic,,Petrol,,Eldoret,45780
"ToyKisumu Sienna 2001, Automatic","1,100,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Eldoret,75804
"Lexus RX 350 2003, Automatic","1,600,000",Lexus,RX,2003,Foreign,Automatic,,Petrol,,Eldoret,458070
"ToyKisumu Highlander 2002, Automatic","1,100,000",ToyKisumu,Highlander,2001,Foreign,Automatic,,Petrol,,Eldoret,74850
volkswagen golf 3 ,"1,000,000",Volkswagen,Golf,2002,Foreign,Manual,,Petrol,,Naivasha,13564
2003 ToyKisumu Venza,"1,800,000",ToyKisumu,Venza,2003,Foreign,Automatic,,Petrol,,Eldoret,74580
"ToyKisumu Camry 2002, Automatic ","1,300,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Eldoret,45084
"ToyKisumu Corolla 2003, Automatic","1,500,000",ToyKisumu,Corolla,2003,Foreign,Automatic,,Petrol,,Eldoret,24000
lexus SC 330,"1,350,000",Lexus,SC,2002,Foreign,Automatic,,Petrol,,Nairobi,1373
2010 toyKisumu corolla ,"2,000,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Mombasa,2409
ToyKisumu Corolla For sale,"1,100,000",ToyKisumu,Corolla,2002,Foreign,Automatic,,Petrol,,Mombasa,1000
Lexus RX 350 For Sale At Affordable Price,"1,500,000",Lexus,RX,2002,Foreign,Automatic,,Petrol,,Mombasa,2000
Mercedes Benz 4 matic For Sale At Affordable Price,"1,800,000",Mercedes,ML -class AMG,2002,Foreign,Automatic,,Petrol,,Mombasa,1400
ToyKisumu Camry For Sale At Affordable Price,"1,200,000",ToyKisumu,Camry,2002,Foreign,Automatic,,Petrol,,Thika,1300
toyKisumu rav4 2008 ,"1,800,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Eldoret,87111
ToyKisumu Sienna For sale,"1,200,000",ToyKisumu,Sienna,2002,Foreign,Automatic,,Petrol,,Thika,1100
ToyKisumu Solara For Sale At Affordable Price,"1,000,000",ToyKisumu,Solara,2001,Foreign,Automatic,,Petrol,,Kisumu,1000
toyKisumu rav4 2003 Model.,"1,250,000",ToyKisumu,RAV4,2002,Foreign,Automatic,,Petrol,,Eldoret,87301
volkswagen golf 3 1999 Model,"1,050,000",Volkswagen,Golf,2002,Foreign,Manual,,Petrol,,Kisumu,78908
2007 ToyKisumu RAV4,"1,150,000",ToyKisumu,RAV4,2001,Foreign,Automatic,,Petrol,,Eldoret,1234
2016 Lexus RX 350,"2,200,000",Lexus,RX,2001,Foreign,Automatic,,Petrol,,Nairobi,1234
2014 Mercedes-Benz ml 350,"1,800,000",Mercedes,ML -class AMG,2001,Foreign,Automatic,,Petrol,,Meru,1234
2011 ToyKisumu sienna,"1,200,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Eleme,1234
2006 ToyKisumu sienna,"1,000,000",ToyKisumu,Sienna,2001,Foreign,Automatic,,Petrol,,Nairobi,1234
2012 Honda crosstour,"1,200,000",Honda,Crosstour,2001,Foreign,Automatic,,Petrol,,Eldoret,1234
2005 Chrysler 300 limited,"1,300,000",Chrysler,300M,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
2012 Acura MDX for urgent sale,"1,300,000",Acura,MDX,2001,Foreign,Automatic,,Petrol,,Akokwa,1234
2009 Acura MDX for sale,"1,200,000",Acura,MDX,2001,Foreign,Automatic,,Petrol,,Meru,1234
2011 Ford Edge,"1,200,000",Ford,Edge,2001,Foreign,Automatic,,Petrol,,Eldoret,1234
2016 BMW x6 ,"2,000,000",BMW,X6,2001,Foreign,Automatic,,Petrol,,Eldoret,1234
2015 BMW x5,"1,800,000",BMW,X5,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
2010 Lexus ES 350 for sale,"1,100,000",Lexus,ES,2001,Foreign,Automatic,,Petrol,,Thika,1234
2009 Lexus ES 350 ,"1,000,000",Lexus,ES,2001,Foreign,Automatic,,Petrol,,Mombasa,1234
2014 range Rover for urgent sale,"1,800,000",Rover,Maestro,2001,Foreign,Automatic,,Petrol,,Eldoret,1234
